county,cases,deaths,date_index_converted,county_data_length,core_jaccard,core_cosine,core_intersection,social_jaccard,politics_jaccard,politics_democratic_love_jaccard,nationalistic_jaccard,politics_republican_hate_jaccard,entertainment_jaccard,sports_jaccard,race_jaccard,economy_jaccard,foreign_jaccard,religion_jaccard,health_jaccard,politics_republican_love_jaccard,health_technology_jaccard,politics_democratic_hate_jaccard,domestic_jaccard,illness_jaccard,ideology_jaccard,education_jaccard,gender_jaccard,social_cosine,politics_cosine,politics_democratic_love_cosine,nationalistic_cosine,politics_republican_hate_cosine,entertainment_cosine,sports_cosine,race_cosine,economy_cosine,foreign_cosine,religion_cosine,health_cosine,politics_republican_love_cosine,health_technology_cosine,politics_democratic_hate_cosine,domestic_cosine,illness_cosine,ideology_cosine,education_cosine,gender_cosine,social_intersection,politics_intersection,politics_democratic_love_intersection,nationalistic_intersection,politics_republican_hate_intersection,entertainment_intersection,sports_intersection,race_intersection,economy_intersection,foreign_intersection,religion_intersection,health_intersection,politics_republican_love_intersection,health_technology_intersection,politics_democratic_hate_intersection,domestic_intersection,illness_intersection,ideology_intersection,education_intersection,gender_intersection,core_jaccard_normalized,core_cosine_normalized,core_intersection_normalized,ideology_jaccard_normalized,race_jaccard_normalized,economy_jaccard_normalized,sports_jaccard_normalized,foreign_jaccard_normalized,domestic_jaccard_normalized,nationalistic_jaccard_normalized,politics_democratic_love_jaccard_normalized,health_technology_jaccard_normalized,education_jaccard_normalized,gender_jaccard_normalized,religion_jaccard_normalized,social_jaccard_normalized,politics_republican_love_jaccard_normalized,politics_jaccard_normalized,entertainment_jaccard_normalized,politics_republican_hate_jaccard_normalized,politics_democratic_hate_jaccard_normalized,health_jaccard_normalized,illness_jaccard_normalized,ideology_cosine_normalized,race_cosine_normalized,economy_cosine_normalized,sports_cosine_normalized,foreign_cosine_normalized,domestic_cosine_normalized,nationalistic_cosine_normalized,politics_democratic_love_cosine_normalized,health_technology_cosine_normalized,education_cosine_normalized,gender_cosine_normalized,religion_cosine_normalized,social_cosine_normalized,politics_republican_love_cosine_normalized,politics_cosine_normalized,entertainment_cosine_normalized,politics_republican_hate_cosine_normalized,politics_democratic_hate_cosine_normalized,health_cosine_normalized,illness_cosine_normalized,ideology_intersection_normalized,race_intersection_normalized,economy_intersection_normalized,sports_intersection_normalized,foreign_intersection_normalized,domestic_intersection_normalized,nationalistic_intersection_normalized,politics_democratic_love_intersection_normalized,health_technology_intersection_normalized,education_intersection_normalized,gender_intersection_normalized,religion_intersection_normalized,social_intersection_normalized,politics_republican_love_intersection_normalized,politics_intersection_normalized,entertainment_intersection_normalized,politics_republican_hate_intersection_normalized,politics_democratic_hate_intersection_normalized,health_intersection_normalized,illness_intersection_normalized,total_pop,percent_25_34,percent_highschool,labor_force_rate,unemployment_rate,median_housing_cost,median_household_earnings,median_worker_earnings,percent_insured,percent_married,poverty_rate,median_property_value,percent_white
Clinton,0,0,day_77,210,0.000109484,0.00056096,0.00952381,2.01E-05,0.00016173,0,0,0,2.72E-05,0,0,0.000108225,0,0,0,0.000226757,0,0,6.12E-05,7.27E-05,0,0,0,0.000179344,0.001374184,0,0,0,0.000275406,0,0,0.000624074,0,0,0,0.000752923,0,0,0.000844516,0.000506094,0,0,0,0.004761905,0.014285714,0,0,0,0.00952381,0,0,0.014285714,0,0,0,0.004761905,0,0,0.014285714,0.00952381,0,0,0,0.046962538,0.030656691,0.04761905,0,0,0.02903007,0,0,0.007191,0,0,0,0,0,0,0.0047235,0.019047588,0.019749175,0.01889717,0,0,0,0.04883662,0,0,0.014625843,0,0,0.012890977,0,0,0,0,0,0,0.002749291,0.019047613,0.036461222,0.011526504,0,0,0,0.045984984,0,0,0.0292517,0,0,0.007142857,0,0,0,0,0,0,0.004761905,0.01904762,0.018961039,0.01904762,0,0,0,0.048868074,41892,11.2,88.7,62.4,6.6,781,46787,25751,92.6,52.6,14.7,123700,0.941699109
Union,0,0,day_33,198,0,0,0,2.15E-05,0,0,0,0,1.45E-05,2.10E-05,0,0,6.39E-05,0.00034034,0,0,0,0,0,0,0,0,0,0.000329459,0,0,0,0,0.000156534,0.000325332,0,0,0.000260807,0.002763586,0,0,0,0,0,0,0,0,0,0.005050505,0,0,0,0,0.005050505,0.005050505,0,0,0.005050505,0.025252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010023087,0.025728159,0,0,0,0,0,0,0.115625435,0.0050525,0,0,0.010073859,0,0,0,0,0,0,0,0.019714971,0.028563443,0,0,0,0,0,0,0.166575742,0.005050511,0,0,0.006551381,0,0,0,0,0,0,0,0.009913954,0.02020202,0,0,0,0,0,0,0.113636363,0.005050505,0,0,0.01010101,0,0,0,0,53470,12.5,92.1,65.1,2.8,1156,67382,35042,94.7,56.1,7.4,186000,0.917477326
Medina,0,0,day_16,543,0,0,0,3.92E-05,0,0,0.000115101,0,2.62E-05,0.000114345,0,8.40E-05,2.39E-05,0,0,0,1.67E-05,0,7.87E-06,0,0,0,0,0.000459925,0,0,0.000467772,0,0.000178176,0.001563768,0,0.000729782,0.000122775,0,0,0,0.000175592,0,8.53E-05,0,0,0,0,0.009208103,0,0,0.003683241,0,0.009208103,0.027624309,0,0.011049724,0.001841621,0,0,0,0.001841621,0,0.001841621,0,0,0,0,0,0,0,0,0,0.022532001,0.054575706,0.009622895,0.000924725,0.022099393,0,0.0037742,0,0,0,0.009212,0,0,0.018202421,0,0,0,0,0,0,0.017103223,0.09476363,0.013446252,0.001302048,0.022099442,0,0.007366498,0,0,0,0.007050517,0,0,0.007457159,0,0,0,0,0,0,0.022625625,0.054225495,0.007366484,0.000920811,0.022099446,0,0.003683242,0,0,0,0.009208103,0,0,0.018416206,0,0,0,0,174831,10.5,94,67.9,3.6,1061,66952,33569,94.8,57.5,6.2,185800,0.955897529
Huron,0,0,day_6,258,0,0,0,1.65E-05,0,0,0,0,3.35E-05,3.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025284,0,0,0,0,0.000624219,0.000499346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003875969,0,0,0,0,0.011627907,0.007751938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015368733,0,0,0,0,0,0,0,0,0.0038775,0,0,0.023274087,0,0,0,0,0,0,0,0.030260141,0,0,0,0,0,0,0,0,0.003875964,0,0,0.026125293,0,0,0,0,0,0,0,0.015216767,0,0,0,0,0,0,0,0,0.003875969,0,0,0.023255814,0,0,0,0,58937,11.8,87.5,63,5.8,719,48745,26166,91.6,52,14.2,118800,0.943843274
Belmont,0,0,day_26,226,0,0,0,1.88E-05,5.03E-05,0,0.000138274,0,8.91E-05,7.33E-05,0,6.48E-05,0,0,0,0,0,0,0,0,0,0,0,0.000288641,0.000471683,0,0.000561947,0,0.001474402,0.000852671,0,0.000303946,0,0,0,0,0,0,0,0,0,0,0,0.004424779,0.004424779,0,0.004424779,0,0.030973451,0.017699115,0,0.008849558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01738183,0.034985345,0,0,0.02654861,0,0,0,0,0,0.004418,0,0.006142234,0.061902125,0,0,0,0,0,0,0.0071233,0.051671475,0,0,0.02654865,0,0,0,0,0,0.004424783,0,0.012515164,0.061707806,0,0,0,0,0,0,0.018120524,0.034742707,0,0,0.026548674,0,0,0,0,0,0.004424779,0,0.005872888,0.061946902,0,0,0,0,69560,12.3,90.4,54.7,6.8,598,43833,22638,92.9,48.4,14.1,94800,0.934111397
Wood,0,0,day_50,905,0,0,0,3.28E-05,2.48E-05,0,0,0,2.86E-05,2.29E-05,0,2.46E-05,0,0,0,0,0,0,3.29E-05,0,0,0,0,0.000435398,0.000136013,0,0,0,0.00045667,0.000314193,0,0.000128717,0,0,0,0,0,0,0.000324225,0,0,0,0,0.007734807,0.002209945,0,0,0,0.009944751,0.005524862,0,0.003314917,0,0,0,0,0,0,0.007734807,0,0,0,0,0,0,0,0,0,0.006598658,0.010929937,0,0.00386575,0,0,0,0,0,0,0.007708,0,0.003028378,0.019869818,0,0,0,0,0,0,0.003016621,0.019039953,0,0.00494908,0,0,0,0,0,0,0.006674525,0,0.003608833,0.019112904,0,0,0,0,0,0,0.006787687,0.010845099,0,0.003867404,0,0,0,0,0,0,0.007734807,0,0.0029332,0.019889502,0,0,0,0,128885,11.9,94.2,67.5,5.5,878,53577,26465,94.9,48.2,13.4,154700,0.922681925
Williams,0,0,day_24,189,0,0,0,0,0,0,0,0,0,2.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005291005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010500376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020653779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010386047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37386,11.7,89.7,62.7,5,676,42492,25833,95,52.6,13.5,94200,0.955155015
Carroll,63,0,day_97,95,0,0,0,4.46E-05,0,0,0,0,9.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485543,0,0,0,0,0.000905213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0,0,0,0,0.031578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010481,0,0,0.062735824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007443233,0,0,0.03788567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0,0,0.063157894,0,0,0,0,28361,9.7,88.2,58.2,4.7,713,47075,26589,88.5,56.9,14.8,116700,0.974052111
Madison,14,0,day_85,195,0.000120664,0.00070776,0.01025641,0,0,0,0,0,2.96E-05,2.13E-05,0,0,0,0,0,0,0,0,0,7.95E-05,0,0,0,0,0,0,0,0,0.000550593,0.000330337,0,0,0,0,0,0,0,0,0,0.000638536,0,0,0,0,0,0,0,0,0.01025641,0.005128205,0,0,0,0,0,0,0,0,0,0.01025641,0,0,0,0.051758135,0.038679371,0.05128205,0,0,0,0.010166273,0,0,0,0,0,0,0,0,0,0,0,0.020564567,0,0,0,0.053404557,0,0,0,0.020018272,0,0,0,0,0,0,0,0,0,0,0,0.023043841,0,0,0,0.058019,0,0,0,0.010066476,0,0,0,0,0,0,0,0,0,0,0,0.02051282,0,0,0,0.052627153,43456,13.3,86.6,55.8,5.4,931,57406,30673,92.3,46.6,10.2,156700,0.904852282
Fairfield,0,0,day_51,707,0,0,0,5.90E-05,0.000144296,3.01E-05,0,0,1.62E-05,4.69E-05,0,0,0,3.82E-05,0,0,2.49E-05,0,2.41E-05,0,0,0.000597148,0,0.000379106,0.001268682,0.000147464,0,0,0.00025649,0.000595461,0,0,0,0.000328848,0,0,0.000146333,0,0.00028587,0,0,0.002060631,0,0.014144272,0.012729844,0.001414427,0,0,0.005657709,0.011315417,0,0,0,0.002828854,0,0,0.002828854,0,0.005657709,0,0,0.038189533,0,0,0,0,0,0,0,0.022384893,0,0.00283175,0,0.011971313,0.0056274,0.140926933,0,0.01297788,0.013865,0,0.017620274,0.011254932,0,0,0,0,0,0,0,0.036084666,0,0.004363616,0,0.00996196,0.006139014,0.088774701,0,0.019821384,0.005811585,0,0.033661937,0.010734817,0,0,0,0,0,0,0,0.022211744,0,0.002828855,0,0.012083248,0.005657708,0.152758132,0,0.012729843,0.014144272,0,0.016895975,0.011315418,0,0,0,0,149112,11.7,91.9,63,5.1,979,60567,30342,94.3,54.8,9.9,168500,0.883168565
Tuscarawas,0,0,day_49,255,0,0,0,1.58E-05,4.41E-05,0,0,0,5.52E-05,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0,0,6.84E-05,0.000295599,0,0,0,0.000373917,0,0,0,0,0,0,0,0,0,0.000318988,0,0,0,0,0.003921569,0.003921569,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0.011764706,0,0,0,0,0,0,0,0,0,0,0,0,0.005734,0,0,0,0,0,0,0.003713,0,0.005385139,0.038350138,0,0,0,0,0,0,0,0,0,0.004869141,0,0,0,0,0,0,0.001048552,0,0.007843128,0.015649462,0,0,0,0,0,0,0,0,0,0.005882353,0,0,0,0,0,0,0.003921569,0,0.005204992,0.039215686,0,0,0,0,92697,11.4,86.3,62,4.9,722,45310,25370,90.3,54.2,13.8,117100,0.968172829
Butler,189,0,day_89,1259,0.000107765,0.000596681,0.009531374,5.34E-05,9.03E-06,5.07E-05,0,0,5.25E-05,9.82E-06,0,8.35E-05,0,0,0,0.000218427,2.10E-05,9.48E-05,3.03E-05,0.000149976,0,2.65E-05,5.67E-05,0.000492045,8.47E-05,0.000292776,0,0,0.000690561,0.000106286,0,0.000694933,0,0,0,0.000509011,9.87E-05,0.00021045,0.000309185,0.000916517,0,0.000120429,0.000142085,0.012708499,0.000794281,0.002382844,0,0,0.018268467,0.002382844,0,0.011119936,0,0,0,0.004765687,0.002382844,0.001588562,0.007148531,0.019857029,0,0.001588562,0.001588562,0.046225183,0.032608858,0.04765687,0,0,0.022397882,0.004686986,0,0.00356025,0,0.020164305,0.004746,0.006254,0.020638798,0,0.012549,0.018347868,0.001102671,0.036474316,0,0.011472407,0,0.100747194,0,0,0.016286499,0.006440883,0,0.004719504,0,0.019778541,0.004140697,0.00518824,0.014065698,0,0.007542907,0.012877073,0.002247345,0.02890189,0,0.010576931,0,0.083277059,0,0,0.022769393,0.004677435,0,0.003574266,0,0.020356296,0.004765688,0.006354248,0.022239868,0,0.012708499,0.019062748,0.001054228,0.036536934,0,0.013502777,0,0.101889345,372538,11.6,90.1,64.7,5.4,967,57540,29969,93.2,49.9,12.9,162300,0.8535435
Delaware,0,0,day_42,474,0,0,0,8.83E-06,7.06E-05,0,6.81E-05,0,3.03E-05,6.12E-05,0,0,0,0,0,0.000100462,0,0,4.52E-05,0,0,0,0,6.15E-05,0.000418712,0,0.000378914,0,0.000485236,0.000911483,0,0,0,0,0,0.000333574,0,0,0.000632642,0,0,0,0,0.002109705,0.006329114,0,0.002109705,0,0.010548523,0.014767932,0,0,0,0,0,0.002109705,0,0,0.010548523,0,0,0,0,0,0,0,0,0,0,0.029210138,0,0.005311,0.013075201,0,0,0,0,0,0.00207505,0.008438808,0.008621108,0.021050891,0,0,0,0,0,0,0,0.055235455,0,0.009656861,0.017901431,0,0,0,0,0,0.000942777,0.008438829,0.011109685,0.02030847,0,0,0,0,0,0,0,0.028988904,0,0.005274262,0.01265823,0,0,0,0,0,0.002109705,0.00843882,0.00840046,0.021097046,0,0,0,0,185433,10,96.7,69.9,2.6,1521,91955,44208,96,62.2,5.1,279800,0.883506714
Highland,0,0,day_39,45,0,0,0,0,0,0,0,0,0,9.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044006123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086745764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043621399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43170,11.1,83.9,55.6,7.3,711,39858,21885,90.5,51.5,21.6,107800,0.959517557
Fulton,14,0,day_88,257,9.05E-05,0.000537016,0.007782101,4.95E-05,0,0,0,0,4.47E-05,0,0,0,0,5.12E-05,0,0,0,0,5.00E-05,2.99E-05,0,0,0,0.000612786,0,0,0,0,0.000450079,0,0,0,0,0.00026115,0,0,0,0,0.00061541,0.000242246,0,0,0,0.011673152,0,0,0,0,0.015564202,0,0,0,0,0.003891051,0,0,0,0,0.011673152,0.003891051,0,0,0,0.038819459,0.029348142,0.038910505,0,0,0,0,0,0.005875,0,0,0,0,0,0.017394436,0.0116325,0,0,0.031055275,0,0,0,0.020085488,0,0,0,0,0,0.009393826,0,0,0,0,0,0.015740873,0.009393832,0,0,0.018837052,0,0,0,0.022011086,0,0,0,0,0,0.005836576,0,0,0,0,0,0.01750973,0.011673152,0,0,0.031128404,0,0,0,0.019965557,42485,10.9,91.1,66.2,5.9,819,55120,27595,95.1,58.6,10.6,134700,0.937464536
Knox,0,0,day_2,83,0,0,0,0,0,0,0,0,0,0.000149155,0,0,0,0.000321285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001672247,0,0,0,0.001980711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036144578,0,0,0,0.024096386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071190165,0,0,0,0,0,0,0,0.109151783,0,0,0,0,0,0,0,0,0,0,0,0.101337408,0,0,0,0,0,0,0,0.119387782,0,0,0,0,0,0,0,0,0,0,0,0.070950468,0,0,0,0,0,0,0,0.108433737,0,0,0,0,0,0,0,0,61004,10.8,90.9,62.3,5.8,784,48533,24568,89.9,51.7,13.8,138900,0.965641152
Sandusky,0,0,day_36,652,0,0,0,0,3.49E-05,3.26E-05,0,1.92E-05,4.41E-06,6.36E-05,0,2.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000326995,0.000159904,0,0.000171478,5.82E-05,0.00098797,0,0.00018951,0,0,0,0,0,0,0,0,0,0,0,0,0.003067485,0.001533742,0,0.001533742,0.001533742,0.015337423,0,0.003067485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006276772,0.030355633,0,0,0,0.012965609,0,0,0,0,0,0,0.004261709,0.003063843,0.005222399,0,0,0,0,0,0.00444137,0.059870533,0,0,0,0.010802346,0,0,0,0,0,0,0.008676158,0.002435831,0.005214736,0,0,0,0,0,0.006281041,0.030106793,0,0,0,0.013102539,0,0,0,0,0,0,0.004071389,0.003067484,0.005214723,0,0,0,60187,11,89.5,63.3,5.4,717,47209,26196,93,50.7,13.6,111900,0.898671905
Athens,0,0,day_19,546,0,0,0,0,0,0,0,0,1.05E-05,3.80E-05,0,0.000181752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109662,0.000589887,0,0.002080248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663004,0.009157509,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048752813,0.018137014,0,0,0,0,0,0,0,0,0,0,0,0.007294863,0,0,0,0,0,0,0.04875284,0.035746884,0,0,0,0,0,0,0,0,0,0,0,0.004589658,0,0,0,0,0,0,0.048752835,0.017975851,0,0,0,0,0,0,0,0,0,0,0,0.007326008,0,0,0,0,64974,12.3,89.6,52.7,8.7,739,33872,14351,93.1,34.3,30.2,116500,0.909354361
Meigs,0,0,day_27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23473,11.1,84.4,52.8,10.4,571,37813,21714,91.7,51.9,22.5,87400,0.974261858
Knox,0,0,day_69,208,0,0,0,0,0,0,0,0,0,9.71E-05,0,3.67E-05,0,0.000129071,0,0,0,0,3.98E-05,0,0,0,0,0,0,0,0,0,0,0.001071168,0,0.00042005,0,0.000954073,0,0,0,0,0.00038722,0,0,0,0,0,0,0,0,0,0,0.024038462,0,0.004807692,0,0.009615385,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0.009844339,0.046344843,0,0.0046765,0,0,0,0,0,0.043849946,0,0,0,0,0,0,0,0,0,0,0.009844322,0.064912294,0,0.005910657,0,0,0,0,0,0.057506956,0,0,0,0,0,0,0,0,0,0,0.009844322,0.047186611,0,0.004807693,0,0,0,0,0,0.043269233,0,0,0,0,0,0,0,0,61004,10.8,90.9,62.3,5.8,784,48533,24568,89.9,51.7,13.8,138900,0.965641152
Meigs,0,0,day_59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23473,11.1,84.4,52.8,10.4,571,37813,21714,91.7,51.9,22.5,87400,0.974261858
Fayette,0,0,day_61,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28769,11.7,87.1,59.3,6.3,732,40503,25858,91.3,51.8,17.7,108900,0.940053735
Pickaway,0,0,day_84,261,8.86E-05,0.000480269,0.007662835,6.51E-05,0,0,0,0,6.61E-05,0,0,0,0,0,0,0,0,0,3.27E-05,2.95E-05,0,0,0,0.000894102,0,0,0,0,0.000872632,0,0,0,0,0,0,0,0,0,0.000322405,0.000238534,0,0,0,0.01532567,0,0,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0.007662835,0.003831418,0,0,0,0.038004465,0.026246895,0.038314175,0,0,0,0,0,0.00384225,0,0,0,0,0,0,0.015298501,0,0,0.045922901,0,0,0,0.019816785,0,0,0,0,0,0.004921299,0,0,0,0,0,0,0.013706324,0,0,0.036522065,0,0,0,0.021673804,0,0,0,0,0,0.003831418,0,0,0,0,0,0,0.01532567,0,0,0.045977012,0,0,0,0.019659571,56515,12.9,87.4,56.5,5.2,886,57439,28660,92.3,50.1,12,152000,0.933999124
Huron,0,0,day_70,274,4.29E-05,0.000356168,0.003649635,1.55E-05,0,0,0,0,1.05E-05,0,0,0,0,0,0,0,0,0,0,2.83E-05,0,0,0,0.000238076,0,0,0,0,0.000195923,0,0,0,0,0,0,0,0,0,0,0.000321332,0,0,0,0.003649635,0,0,0,0,0.003649635,0,0,0,0,0,0,0,0,0,0,0.003649635,0,0,0,0.018401711,0.019464726,0.018248175,0,0,0,0,0,0,0,0,0,0,0,0,0.0036425,0,0,0.007294863,0,0,0,0.019010679,0,0,0,0,0,0,0,0,0,0,0,0,0.003649636,0,0,0.00819992,0,0,0,0.02919704,0,0,0,0,0,0,0,0,0,0,0,0,0.003649635,0,0,0.00729927,0,0,0,0.018726816,58937,11.8,87.5,63,5.8,719,48745,26166,91.6,52,14.2,118800,0.943843274
Butler,714,6,day_99,1452,8.80E-05,0.000540629,0.007575758,3.76E-05,0,0,2.22E-05,0,2.57E-05,5.67E-06,0,1.52E-05,0,2.63E-05,0,0.000137741,6.26E-06,0,7.35E-05,7.34E-05,0,2.32E-05,5.51E-05,0.000308071,0,0,0.000123695,0,0.000328246,5.36E-05,0,7.56E-05,0,0.000117733,0,0.000615997,6.57E-05,0,0.000786814,0.000545278,0,0.000116155,0.000275482,0.008953168,0,0,0.000688705,0,0.008953168,0.00137741,0,0.002066116,0,0.002066116,0,0.002754821,0.000688705,0,0.017217631,0.009641873,0,0.00137741,0.00137741,0.037747099,0.029545594,0.03787879,0,0,0.004077219,0.002706233,0,0.00863625,0.0042624,0,0.00141476,0.0054752,0.020056398,0.008935032,0.008836,0.011570244,0,0.017855046,0,0,0,0.049306849,0,0,0.001771767,0.003248136,0,0.012010195,0.005843852,0,0.00275627,0.005004111,0.027271328,0.007096382,0.004722639,0.015583628,0,0.013738004,0,0,0,0.049545342,0,0,0.004230618,0.002703805,0,0.008608816,0.00413223,0,0.00137741,0.00550964,0.01928374,0.009297522,0.008953168,0.011019284,0,0.017906336,0,0,0,0.049473873,372538,11.6,90.1,64.7,5.4,967,57540,29969,93.2,49.9,12.9,162300,0.8535435
Stark,21,0,day_77,2888,0.000223791,0.001336752,0.019390582,3.63E-05,4.97E-05,4.45E-05,1.08E-05,4.33E-06,1.29E-05,2.72E-05,0,2.57E-05,9.23E-06,0,0,0,9.33E-06,0,5.85E-05,0.000164664,0.00011542,1.15E-05,0.000126662,0.000326338,0.00030128,0.000246507,4.40E-05,3.87E-05,0.000182986,0.000369366,0,0.000188532,8.00E-05,0,0,0,6.58E-05,0,0.000478894,0.001303464,0.000199914,5.25E-05,0.000282892,0.00865651,0.004501385,0.002077562,0.00034626,0.00034626,0.004501385,0.006578947,0,0.003462604,0.000692521,0,0,0,0.001038781,0,0.013850416,0.021468144,0.00034626,0.000692521,0.003808864,0.095993875,0.073054038,0.09695291,0.038781126,0,0.006893719,0.012982283,0.00371629,0.00687375,0.0020736,0.017698453,0.00210858,0.002714,0.046104964,0,0.0085305,0,0.006068967,0.008962261,0.00117776,0,0,0.110613937,0.04113373,0,0.004418449,0.022383412,0.008761557,0.00731,0.002078738,0.016652829,0.002760465,0.002261769,0.02800488,0,0.005002667,0,0.007993862,0.007658471,0.001176887,0,0,0.118436045,0.02908584,0,0.007090094,0.012914229,0.002770084,0.006925208,0.00207756,0.017748315,0.002077562,0.002770084,0.053324096,0,0.00865651,0,0.005974566,0.00900277,0.001177284,0,0,0.110156214,374979,11.6,90.6,62.8,6.7,767,47137,26125,93.5,49.2,14,127100,0.882492192
Athens,0,0,day_67,704,1.65E-05,9.80E-05,0.001420455,1.19E-05,0,0,3.74E-05,0,8.12E-06,1.75E-05,0,0.000271079,0,1.75E-05,0,0,1.21E-05,0,1.20E-05,1.09E-05,0,2.41E-05,0,9.13E-05,0,0,9.02E-05,0,8.51E-05,0.000185247,0,0.003102642,0,5.84E-05,0,0,4.79E-05,0,8.66E-05,8.84E-05,0,0.000131886,0,0.002840909,0,0,0.001420455,0,0.002840909,0.004261364,0,0.035511364,0,0.001420455,0,0,0.001420455,0,0.002840909,0.001420455,0,0.001420455,0,0.007077581,0.00535574,0.007102275,0,0,0.072713719,0.008352572,0,0.00141,0.0071808,0,0.0027346,0.0056876,0,0.005945364,0.0027965,0,0,0.005641361,0,0,0,0.007322134,0,0,0.072713739,0.011225884,0,0.001321892,0.004261413,0,0.002009518,0.005681823,0,0.003520073,0.001399603,0,0,0.003561671,0,0,0,0.008032248,0,0,0.072713745,0.0083649,0,0.001420455,0.00852273,0,0.00284091,0.00568182,0,0.006392048,0.002840909,0,0,0.005681818,0,0,0,0.007288564,64974,12.3,89.6,52.7,8.7,739,33872,14351,93.1,34.3,30.2,116500,0.909354361
